public_product_id,marketplace,brand_group,category_group,metric,metric_label,previous_value,current_value,abs_variance,pct_variance,contribution_share_pct,movement
P1035,Flipkart,Sunsilk,Hair Care,sales_index,Sales Index,10.0,7.9,-2.1,-21.0,0.0,Deterioration
P1035,JioMart,Sunsilk,Hair Care,sales_index,Sales Index,5.2,7.0,1.8,34.62,0.0,Improvement
P1035,Meesho,Sunsilk,Hair Care,sales_index,Sales Index,4.8,10.0,5.2,108.33,0.1,Improvement
P1035,Website,Sunsilk,Hair Care,sales_index,Sales Index,9.4,7.8,-1.6,-17.02,0.0,Deterioration
P1038,Amazon,Sunsilk,Hair Care,sales_index,Sales Index,22.4,16.4,-6.0,-26.79,0.1,Deterioration
P1038,Flipkart,Sunsilk,Hair Care,sales_index,Sales Index,9.8,17.2,7.4,75.51,0.2,Improvement
P1038,JioMart,Sunsilk,Hair Care,sales_index,Sales Index,5.9,4.5,-1.4,-23.73,0.0,Deterioration
P1038,Meesho,Sunsilk,Hair Care,sales_index,Sales Index,5.0,6.2,1.2,24.0,0.0,Improvement
P1038,Website,Sunsilk,Hair Care,sales_index,Sales Index,6.3,2.5,-3.8,-60.32,0.1,Deterioration
P1039,Amazon,Sunsilk,Hair Care,sales_index,Sales Index,40.7,26.2,-14.5,-35.63,0.3,Deterioration
P1039,Flipkart,Sunsilk,Hair Care,sales_index,Sales Index,8.6,8.5,-0.1,-1.16,0.0,Deterioration
P1039,JioMart,Sunsilk,Hair Care,sales_index,Sales Index,10.7,6.2,-4.5,-42.06,0.1,Deterioration
P1039,Meesho,Sunsilk,Hair Care,sales_index,Sales Index,7.4,8.9,1.5,20.27,0.0,Improvement
P1039,Website,Sunsilk,Hair Care,sales_index,Sales Index,2.4,3.2,0.8,33.33,0.0,Improvement
P1041,Amazon,Sunsilk,Hair Care,sales_index,Sales Index,18.7,26.1,7.4,39.57,0.2,Improvement
P1041,Flipkart,Sunsilk,Hair Care,sales_index,Sales Index,10.9,10.0,-0.9,-8.26,0.0,Deterioration
P1041,JioMart,Sunsilk,Hair Care,sales_index,Sales Index,7.1,5.8,-1.3,-18.31,0.0,Deterioration
P1041,Meesho,Sunsilk,Hair Care,sales_index,Sales Index,11.3,6.3,-5.0,-44.25,0.1,Deterioration
P1041,Website,Sunsilk,Hair Care,sales_index,Sales Index,4.4,5.2,0.8,18.18,0.0,Improvement
P1042,Amazon,Sunsilk,Hair Care,sales_index,Sales Index,57.3,60.8,3.5,6.11,0.1,Improvement
P1042,Flipkart,Sunsilk,Hair Care,sales_index,Sales Index,18.0,21.4,3.4,18.89,0.1,Improvement
P1042,JioMart,Sunsilk,Hair Care,sales_index,Sales Index,12.3,14.9,2.6,21.14,0.1,Improvement
P1042,Meesho,Sunsilk,Hair Care,sales_index,Sales Index,17.0,24.8,7.8,45.88,0.2,Improvement
P1042,Website,Sunsilk,Hair Care,sales_index,Sales Index,17.6,22.5,4.9,27.84,0.1,Improvement
P1043,Amazon,Sunsilk,Hair Care,sales_index,Sales Index,44.1,53.6,9.5,21.54,0.2,Improvement
P1043,Flipkart,Sunsilk,Hair Care,sales_index,Sales Index,40.4,33.0,-7.4,-18.32,0.2,Deterioration
P1043,JioMart,Sunsilk,Hair Care,sales_index,Sales Index,12.0,17.4,5.4,45.0,0.1,Improvement
P1043,Meesho,Sunsilk,Hair Care,sales_index,Sales Index,16.3,15.1,-1.2,-7.36,0.0,Deterioration
P1043,Website,Sunsilk,Hair Care,sales_index,Sales Index,10.8,14.0,3.2,29.63,0.1,Improvement
P1044,Amazon,Sunsilk,Hair Care,sales_index,Sales Index,63.8,59.9,-3.9,-6.11,0.1,Deterioration
P1044,Flipkart,Sunsilk,Hair Care,sales_index,Sales Index,24.0,26.9,2.9,12.08,0.1,Improvement
P1044,JioMart,Sunsilk,Hair Care,sales_index,Sales Index,9.1,15.6,6.5,71.43,0.2,Improvement
P1044,Meesho,Sunsilk,Hair Care,sales_index,Sales Index,15.4,7.6,-7.8,-50.65,0.2,Deterioration
P1044,Website,Sunsilk,Hair Care,sales_index,Sales Index,3.2,17.4,14.2,443.75,0.3,Improvement
P1048,Amazon,Sunsilk,Hair Care,sales_index,Sales Index,58.1,76.1,18.0,30.98,0.4,Improvement
P1048,Flipkart,Sunsilk,Hair Care,sales_index,Sales Index,26.5,29.4,2.9,10.94,0.1,Improvement
P1048,JioMart,Sunsilk,Hair Care,sales_index,Sales Index,21.7,6.6,-15.1,-69.59,0.4,Deterioration
P1048,Meesho,Sunsilk,Hair Care,sales_index,Sales Index,12.3,3.2,-9.1,-73.98,0.2,Deterioration
P1048,Website,Sunsilk,Hair Care,sales_index,Sales Index,12.9,6.7,-6.2,-48.06,0.1,Deterioration
P1052,Amazon,Sunsilk,Hair Care,sales_index,Sales Index,14.4,26.8,12.4,86.11,0.3,Improvement
P1052,Flipkart,Sunsilk,Hair Care,sales_index,Sales Index,11.2,10.5,-0.7,-6.25,0.0,Deterioration
P1052,JioMart,Sunsilk,Hair Care,sales_index,Sales Index,4.5,6.6,2.1,46.67,0.0,Improvement
P1052,Meesho,Sunsilk,Hair Care,sales_index,Sales Index,6.8,6.2,-0.6,-8.82,0.0,Deterioration
P1052,Website,Sunsilk,Hair Care,sales_index,Sales Index,3.2,4.5,1.3,40.62,0.0,Improvement
P1067,Amazon,Tiger Balm,Health & Wellness,sales_index,Sales Index,45.0,59.3,14.3,31.78,0.3,Improvement
P1067,Flipkart,Tiger Balm,Health & Wellness,sales_index,Sales Index,29.4,13.1,-16.3,-55.44,0.4,Deterioration
P1067,JioMart,Tiger Balm,Health & Wellness,sales_index,Sales Index,4.5,11.5,7.0,155.56,0.2,Improvement
P1067,Meesho,Tiger Balm,Health & Wellness,sales_index,Sales Index,23.8,18.0,-5.8,-24.37,0.1,Deterioration
P1067,Website,Tiger Balm,Health & Wellness,sales_index,Sales Index,7.3,7.0,-0.3,-4.11,0.0,Deterioration
P1069,Amazon,Tiger Balm,Health & Wellness,sales_index,Sales Index,57.3,44.3,-13.0,-22.69,0.3,Deterioration
P1069,Flipkart,Tiger Balm,Health & Wellness,sales_index,Sales Index,19.3,10.4,-8.9,-46.11,0.2,Deterioration
P1069,JioMart,Tiger Balm,Health & Wellness,sales_index,Sales Index,15.9,11.6,-4.3,-27.04,0.1,Deterioration
P1069,Meesho,Tiger Balm,Health & Wellness,sales_index,Sales Index,19.7,15.7,-4.0,-20.3,0.1,Deterioration
P1069,Website,Tiger Balm,Health & Wellness,sales_index,Sales Index,10.2,11.6,1.4,13.73,0.0,Improvement
P1070,Amazon,Tiger Balm,Health & Wellness,sales_index,Sales Index,28.5,15.5,-13.0,-45.61,0.3,Deterioration
P1070,Flipkart,Tiger Balm,Health & Wellness,sales_index,Sales Index,9.2,6.4,-2.8,-30.43,0.1,Deterioration
P1070,JioMart,Tiger Balm,Health & Wellness,sales_index,Sales Index,4.6,2.8,-1.8,-39.13,0.0,Deterioration
P1070,Meesho,Tiger Balm,Health & Wellness,sales_index,Sales Index,5.0,6.1,1.1,22.0,0.0,Improvement
P1070,Website,Tiger Balm,Health & Wellness,sales_index,Sales Index,3.4,5.7,2.3,67.65,0.1,Improvement
P1071,Amazon,Tiger Balm,Health & Wellness,sales_index,Sales Index,15.8,13.8,-2.0,-12.66,0.0,Deterioration
P1071,Flipkart,Tiger Balm,Health & Wellness,sales_index,Sales Index,9.9,5.3,-4.6,-46.46,0.1,Deterioration
P1071,JioMart,Tiger Balm,Health & Wellness,sales_index,Sales Index,3.6,3.4,-0.2,-5.56,0.0,Deterioration
P1071,Meesho,Tiger Balm,Health & Wellness,sales_index,Sales Index,4.9,4.5,-0.4,-8.16,0.0,Deterioration
P1071,Website,Tiger Balm,Health & Wellness,sales_index,Sales Index,2.7,2.9,0.2,7.41,0.0,Improvement
P1072,Amazon,Tiger Balm,Health & Wellness,sales_index,Sales Index,24.3,13.5,-10.8,-44.44,0.3,Deterioration
P1072,Flipkart,Tiger Balm,Health & Wellness,sales_index,Sales Index,10.0,7.4,-2.6,-26.0,0.1,Deterioration
P1072,JioMart,Tiger Balm,Health & Wellness,sales_index,Sales Index,4.5,5.2,0.7,15.56,0.0,Improvement
P1072,Meesho,Tiger Balm,Health & Wellness,sales_index,Sales Index,8.3,5.7,-2.6,-31.33,0.1,Deterioration
P1072,Website,Tiger Balm,Health & Wellness,sales_index,Sales Index,8.0,5.0,-3.0,-37.5,0.1,Deterioration
P1075,Amazon,Tresemme,Hair Care,sales_index,Sales Index,51.7,54.7,3.0,5.8,0.1,Improvement
P1075,Flipkart,Tresemme,Hair Care,sales_index,Sales Index,30.0,17.8,-12.2,-40.67,0.3,Deterioration
P1075,JioMart,Tresemme,Hair Care,sales_index,Sales Index,9.7,9.6,-0.1,-1.03,0.0,Deterioration
P1075,Meesho,Tresemme,Hair Care,sales_index,Sales Index,20.3,11.2,-9.1,-44.83,0.2,Deterioration
P1075,Website,Tresemme,Hair Care,sales_index,Sales Index,16.3,17.8,1.5,9.2,0.0,Improvement
P1080,Amazon,Tresemme,Hair Care,sales_index,Sales Index,56.5,51.8,-4.7,-8.32,0.1,Deterioration
P1080,Flipkart,Tresemme,Hair Care,sales_index,Sales Index,19.5,18.2,-1.3,-6.67,0.0,Deterioration
P1080,JioMart,Tresemme,Hair Care,sales_index,Sales Index,14.6,1.7,-12.9,-88.36,0.3,Deterioration
P1080,Meesho,Tresemme,Hair Care,sales_index,Sales Index,12.4,10.7,-1.7,-13.71,0.0,Deterioration
P1080,Website,Tresemme,Hair Care,sales_index,Sales Index,21.4,15.1,-6.3,-29.44,0.1,Deterioration
P1085,Amazon,Tresemme,Hair Care,sales_index,Sales Index,40.6,55.2,14.6,35.96,0.3,Improvement
P1085,Flipkart,Tresemme,Hair Care,sales_index,Sales Index,13.9,13.8,-0.1,-0.72,0.0,Deterioration
P1085,JioMart,Tresemme,Hair Care,sales_index,Sales Index,10.8,11.0,0.2,1.85,0.0,Improvement
P1085,Meesho,Tresemme,Hair Care,sales_index,Sales Index,21.0,11.9,-9.1,-43.33,0.2,Deterioration
P1085,Website,Tresemme,Hair Care,sales_index,Sales Index,4.8,10.5,5.7,118.75,0.1,Improvement
P1099,Amazon,Tros,Body Care,sales_index,Sales Index,34.5,27.1,-7.4,-21.45,0.2,Deterioration
P1099,Flipkart,Tros,Body Care,sales_index,Sales Index,13.2,5.9,-7.3,-55.3,0.2,Deterioration
P1099,JioMart,Tros,Body Care,sales_index,Sales Index,9.5,4.0,-5.5,-57.89,0.1,Deterioration
P1099,Meesho,Tros,Body Care,sales_index,Sales Index,7.9,6.3,-1.6,-20.25,0.0,Deterioration
P1099,Website,Tros,Body Care,sales_index,Sales Index,2.4,8.2,5.8,241.67,0.1,Improvement
P1100,Amazon,Tros,Body Care,sales_index,Sales Index,35.9,32.1,-3.8,-10.58,0.1,Deterioration
P1100,Flipkart,Tros,Body Care,sales_index,Sales Index,10.6,13.9,3.3,31.13,0.1,Improvement
P1100,JioMart,Tros,Body Care,sales_index,Sales Index,1.5,4.9,3.4,226.67,0.1,Improvement
P1100,Meesho,Tros,Body Care,sales_index,Sales Index,10.0,6.1,-3.9,-39.0,0.1,Deterioration
P1100,Website,Tros,Body Care,sales_index,Sales Index,7.9,5.7,-2.2,-27.85,0.1,Deterioration
P1105,Amazon,Vaseline,Body Care,sales_index,Sales Index,40.8,65.2,24.4,59.8,0.6,Improvement
P1105,Flipkart,Vaseline,Body Care,sales_index,Sales Index,28.3,39.5,11.2,39.58,0.3,Improvement
P1105,JioMart,Vaseline,Body Care,sales_index,Sales Index,11.2,14.2,3.0,26.79,0.1,Improvement
P1105,Meesho,Vaseline,Body Care,sales_index,Sales Index,10.7,13.9,3.2,29.91,0.1,Improvement
P1105,Website,Vaseline,Body Care,sales_index,Sales Index,17.9,15.9,-2.0,-11.17,0.0,Deterioration
P1107,Amazon,Vaseline,Body Care,sales_index,Sales Index,47.6,44.4,-3.2,-6.72,0.1,Deterioration
P1107,Flipkart,Vaseline,Body Care,sales_index,Sales Index,12.5,17.2,4.7,37.6,0.1,Improvement
P1107,JioMart,Vaseline,Body Care,sales_index,Sales Index,18.8,12.2,-6.6,-35.11,0.2,Deterioration
P1107,Meesho,Vaseline,Body Care,sales_index,Sales Index,14.2,11.7,-2.5,-17.61,0.1,Deterioration
P1107,Website,Vaseline,Body Care,sales_index,Sales Index,4.5,10.2,5.7,126.67,0.1,Improvement
P1109,Amazon,Vaseline,Body Care,sales_index,Sales Index,70.0,74.6,4.6,6.57,0.1,Improvement
P1109,Flipkart,Vaseline,Body Care,sales_index,Sales Index,19.5,21.2,1.7,8.72,0.0,Improvement
P1109,JioMart,Vaseline,Body Care,sales_index,Sales Index,16.0,10.8,-5.2,-32.5,0.1,Deterioration
P1109,Meesho,Vaseline,Body Care,sales_index,Sales Index,14.0,18.7,4.7,33.57,0.1,Improvement
P1109,Website,Vaseline,Body Care,sales_index,Sales Index,11.8,11.2,-0.6,-5.08,0.0,Deterioration
P1112,Amazon,Vaseline,Body Care,sales_index,Sales Index,43.5,21.0,-22.5,-51.72,0.5,Deterioration
P1112,Flipkart,Vaseline,Body Care,sales_index,Sales Index,15.0,10.8,-4.2,-28.0,0.1,Deterioration
P1112,JioMart,Vaseline,Body Care,sales_index,Sales Index,5.7,9.1,3.4,59.65,0.1,Improvement
P1112,Meesho,Vaseline,Body Care,sales_index,Sales Index,9.5,10.1,0.6,6.32,0.0,Improvement
P1112,Website,Vaseline,Body Care,sales_index,Sales Index,1.7,10.8,9.1,535.29,0.2,Improvement
P1114,Amazon,Vaseline,Body Care,sales_index,Sales Index,29.8,40.8,11.0,36.91,0.3,Improvement
P1114,Flipkart,Vaseline,Body Care,sales_index,Sales Index,18.2,17.3,-0.9,-4.95,0.0,Deterioration
P1114,JioMart,Vaseline,Body Care,sales_index,Sales Index,8.1,9.0,0.9,11.11,0.0,Improvement
P1114,Meesho,Vaseline,Body Care,sales_index,Sales Index,9.5,18.6,9.1,95.79,0.2,Improvement
P1114,Website,Vaseline,Body Care,sales_index,Sales Index,11.0,21.7,10.7,97.27,0.3,Improvement
P1120,Amazon,Vaseline,Skin Care,sales_index,Sales Index,55.2,45.5,-9.7,-17.57,0.2,Deterioration
P1120,Flipkart,Vaseline,Skin Care,sales_index,Sales Index,23.8,30.3,6.5,27.31,0.2,Improvement
P1120,JioMart,Vaseline,Skin Care,sales_index,Sales Index,15.7,8.7,-7.0,-44.59,0.2,Deterioration
P1120,Meesho,Vaseline,Skin Care,sales_index,Sales Index,13.7,16.0,2.3,16.79,0.1,Improvement
P1120,Website,Vaseline,Skin Care,sales_index,Sales Index,19.1,13.1,-6.0,-31.41,0.1,Deterioration
P1121,Amazon,Vaseline,Body Care,sales_index,Sales Index,49.8,70.3,20.5,41.16,0.5,Improvement
P1121,Flipkart,Vaseline,Body Care,sales_index,Sales Index,28.5,31.6,3.1,10.88,0.1,Improvement
P1121,JioMart,Vaseline,Body Care,sales_index,Sales Index,12.9,4.9,-8.0,-62.02,0.2,Deterioration
P1121,Meesho,Vaseline,Body Care,sales_index,Sales Index,12.2,25.6,13.4,109.84,0.3,Improvement
P1121,Website,Vaseline,Body Care,sales_index,Sales Index,9.9,11.3,1.4,14.14,0.0,Improvement
P1131,Amazon,Vaseline,Skin Care,sales_index,Sales Index,51.4,42.4,-9.0,-17.51,0.2,Deterioration
P1131,Flipkart,Vaseline,Skin Care,sales_index,Sales Index,23.0,16.3,-6.7,-29.13,0.2,Deterioration
P1131,JioMart,Vaseline,Skin Care,sales_index,Sales Index,14.5,16.4,1.9,13.1,0.0,Improvement
P1131,Meesho,Vaseline,Skin Care,sales_index,Sales Index,12.5,22.2,9.7,77.6,0.2,Improvement
P1131,Website,Vaseline,Skin Care,sales_index,Sales Index,8.1,16.7,8.6,106.17,0.2,Improvement
P1146,Amazon,Vaseline,Body Care,sales_index,Sales Index,45.0,38.3,-6.7,-14.89,0.2,Deterioration
P1146,Flipkart,Vaseline,Body Care,sales_index,Sales Index,22.8,31.6,8.8,38.6,0.2,Improvement
P1146,JioMart,Vaseline,Body Care,sales_index,Sales Index,20.8,14.7,-6.1,-29.33,0.1,Deterioration
P1146,Meesho,Vaseline,Body Care,sales_index,Sales Index,27.1,26.9,-0.2,-0.74,0.0,Deterioration
P1146,Website,Vaseline,Body Care,sales_index,Sales Index,25.7,22.7,-3.0,-11.67,0.1,Deterioration
P1150,Amazon,Vaseline,Body Care,sales_index,Sales Index,47.5,44.3,-3.2,-6.74,0.1,Deterioration
P1150,Flipkart,Vaseline,Body Care,sales_index,Sales Index,23.7,19.2,-4.5,-18.99,0.1,Deterioration
P1150,JioMart,Vaseline,Body Care,sales_index,Sales Index,5.6,13.6,8.0,142.86,0.2,Improvement
P1150,Meesho,Vaseline,Body Care,sales_index,Sales Index,6.4,16.3,9.9,154.69,0.2,Improvement
P1150,Website,Vaseline,Body Care,sales_index,Sales Index,2.4,9.9,7.5,312.5,0.2,Improvement
P1156,Amazon,Vaseline,Body Care,sales_index,Sales Index,75.5,45.0,-30.5,-40.4,0.7,Deterioration
P1156,Flipkart,Vaseline,Body Care,sales_index,Sales Index,13.0,37.6,24.6,189.23,0.6,Improvement
P1156,JioMart,Vaseline,Body Care,sales_index,Sales Index,15.7,8.0,-7.7,-49.04,0.2,Deterioration
P1156,Meesho,Vaseline,Body Care,sales_index,Sales Index,12.4,14.3,1.9,15.32,0.0,Improvement
P1156,Website,Vaseline,Body Care,sales_index,Sales Index,6.4,24.1,17.7,276.56,0.4,Improvement
P1157,Amazon,Vaseline,Skin Care,sales_index,Sales Index,52.6,48.4,-4.2,-7.98,0.1,Deterioration
P1157,Flipkart,Vaseline,Skin Care,sales_index,Sales Index,18.9,21.8,2.9,15.34,0.1,Improvement
P1157,JioMart,Vaseline,Skin Care,sales_index,Sales Index,12.0,13.9,1.9,15.83,0.0,Improvement
P1157,Meesho,Vaseline,Skin Care,sales_index,Sales Index,23.7,19.4,-4.3,-18.14,0.1,Deterioration
P1157,Website,Vaseline,Skin Care,sales_index,Sales Index,18.5,13.9,-4.6,-24.86,0.1,Deterioration
P1162,Amazon,Vita Keratin,Hair Care,sales_index,Sales Index,74.5,82.7,8.2,11.01,0.2,Improvement
P1162,Flipkart,Vita Keratin,Hair Care,sales_index,Sales Index,33.9,22.5,-11.4,-33.63,0.3,Deterioration
P1162,JioMart,Vita Keratin,Hair Care,sales_index,Sales Index,8.9,6.2,-2.7,-30.34,0.1,Deterioration
P1162,Meesho,Vita Keratin,Hair Care,sales_index,Sales Index,21.7,10.7,-11.0,-50.69,0.3,Deterioration
P1162,Website,Vita Keratin,Hair Care,sales_index,Sales Index,9.7,9.1,-0.6,-6.19,0.0,Deterioration
P1164,Amazon,Wangprom,Health & Wellness,sales_index,Sales Index,17.4,19.4,2.0,11.49,0.0,Improvement
P1164,Flipkart,Wangprom,Health & Wellness,sales_index,Sales Index,3.3,9.7,6.4,193.94,0.2,Improvement
P1164,JioMart,Wangprom,Health & Wellness,sales_index,Sales Index,6.6,2.0,-4.6,-69.7,0.1,Deterioration
P1164,Meesho,Wangprom,Health & Wellness,sales_index,Sales Index,7.3,8.8,1.5,20.55,0.0,Improvement
P1164,Website,Wangprom,Health & Wellness,sales_index,Sales Index,7.2,3.3,-3.9,-54.17,0.1,Deterioration
P1176,Amazon,Wangprom,Health & Wellness,sales_index,Sales Index,44.5,26.3,-18.2,-40.9,0.4,Deterioration
P1176,Flipkart,Wangprom,Health & Wellness,sales_index,Sales Index,12.7,11.9,-0.8,-6.3,0.0,Deterioration
P1176,JioMart,Wangprom,Health & Wellness,sales_index,Sales Index,6.3,14.4,8.1,128.57,0.2,Improvement
P1176,Meesho,Wangprom,Health & Wellness,sales_index,Sales Index,14.1,7.1,-7.0,-49.65,0.2,Deterioration
P1176,Website,Wangprom,Health & Wellness,sales_index,Sales Index,6.3,5.2,-1.1,-17.46,0.0,Deterioration
P1185,Amazon,Watsons,Oral Care,sales_index,Sales Index,20.2,28.9,8.7,43.07,0.2,Improvement
P1185,Flipkart,Watsons,Oral Care,sales_index,Sales Index,15.5,6.9,-8.6,-55.48,0.2,Deterioration
P1185,JioMart,Watsons,Oral Care,sales_index,Sales Index,4.9,6.1,1.2,24.49,0.0,Improvement
P1185,Meesho,Watsons,Oral Care,sales_index,Sales Index,9.4,18.0,8.6,91.49,0.2,Improvement
P1185,Website,Watsons,Oral Care,sales_index,Sales Index,4.3,5.0,0.7,16.28,0.0,Improvement
P1190,Amazon,Watsons,Oral Care,sales_index,Sales Index,21.8,36.2,14.4,66.06,0.3,Improvement
P1190,Flipkart,Watsons,Oral Care,sales_index,Sales Index,13.7,22.2,8.5,62.04,0.2,Improvement
P1190,JioMart,Watsons,Oral Care,sales_index,Sales Index,3.4,5.9,2.5,73.53,0.1,Improvement
P1190,Meesho,Watsons,Oral Care,sales_index,Sales Index,5.8,10.5,4.7,81.03,0.1,Improvement
P1190,Website,Watsons,Oral Care,sales_index,Sales Index,8.7,5.3,-3.4,-39.08,0.1,Deterioration
P1196,Amazon,Watsons,Oral Care,sales_index,Sales Index,42.1,46.8,4.7,11.16,0.1,Improvement
P1196,Flipkart,Watsons,Oral Care,sales_index,Sales Index,18.1,12.3,-5.8,-32.04,0.1,Deterioration
P1196,JioMart,Watsons,Oral Care,sales_index,Sales Index,7.5,11.2,3.7,49.33,0.1,Improvement
P1196,Meesho,Watsons,Oral Care,sales_index,Sales Index,12.9,8.0,-4.9,-37.98,0.1,Deterioration
P1196,Website,Watsons,Oral Care,sales_index,Sales Index,2.5,6.0,3.5,140.0,0.1,Improvement
P1200,Amazon,Watsons,Oral Care,sales_index,Sales Index,20.0,23.4,3.4,17.0,0.1,Improvement
P1200,Flipkart,Watsons,Oral Care,sales_index,Sales Index,5.7,9.7,4.0,70.18,0.1,Improvement
P1200,JioMart,Watsons,Oral Care,sales_index,Sales Index,1.7,4.0,2.3,135.29,0.1,Improvement
P1200,Meesho,Watsons,Oral Care,sales_index,Sales Index,4.9,4.8,-0.1,-2.04,0.0,Deterioration
P1200,Website,Watsons,Oral Care,sales_index,Sales Index,6.4,3.8,-2.6,-40.63,0.1,Deterioration
P1214,Amazon,Watsons,Oral Care,sales_index,Sales Index,24.2,22.7,-1.5,-6.2,0.0,Deterioration
P1214,Flipkart,Watsons,Oral Care,sales_index,Sales Index,8.1,8.1,0.0,0.0,0.0,No Change
P1214,JioMart,Watsons,Oral Care,sales_index,Sales Index,3.2,2.9,-0.3,-9.38,0.0,Deterioration
P1214,Meesho,Watsons,Oral Care,sales_index,Sales Index,8.9,6.1,-2.8,-31.46,0.1,Deterioration
P1214,Website,Watsons,Oral Care,sales_index,Sales Index,5.8,8.7,2.9,50.0,0.1,Improvement
P1218,Amazon,Watsons,Oral Care,sales_index,Sales Index,18.1,19.8,1.7,9.39,0.0,Improvement
P1218,Flipkart,Watsons,Oral Care,sales_index,Sales Index,12.9,8.6,-4.3,-33.33,0.1,Deterioration
P1218,JioMart,Watsons,Oral Care,sales_index,Sales Index,7.4,2.2,-5.2,-70.27,0.1,Deterioration
P1218,Meesho,Watsons,Oral Care,sales_index,Sales Index,8.7,10.4,1.7,19.54,0.0,Improvement
P1218,Website,Watsons,Oral Care,sales_index,Sales Index,6.4,2.8,-3.6,-56.25,0.1,Deterioration
P1237,Amazon,Watsons,Oral Care,sales_index,Sales Index,52.8,57.0,4.2,7.95,0.1,Improvement
P1237,Flipkart,Watsons,Oral Care,sales_index,Sales Index,31.4,21.3,-10.1,-32.17,0.2,Deterioration
P1237,JioMart,Watsons,Oral Care,sales_index,Sales Index,10.3,5.9,-4.4,-42.72,0.1,Deterioration
P1237,Meesho,Watsons,Oral Care,sales_index,Sales Index,11.0,19.7,8.7,79.09,0.2,Improvement
P1237,Website,Watsons,Oral Care,sales_index,Sales Index,10.3,11.8,1.5,14.56,0.0,Improvement
P1248,Amazon,Watsons,Skin Care,sales_index,Sales Index,30.0,31.8,1.8,6.0,0.0,Improvement
P1248,Flipkart,Watsons,Skin Care,sales_index,Sales Index,12.4,16.6,4.2,33.87,0.1,Improvement
P1248,JioMart,Watsons,Skin Care,sales_index,Sales Index,8.1,6.3,-1.8,-22.22,0.0,Deterioration
P1248,Meesho,Watsons,Skin Care,sales_index,Sales Index,7.1,7.8,0.7,9.86,0.0,Improvement
P1248,Website,Watsons,Skin Care,sales_index,Sales Index,12.1,6.3,-5.8,-47.93,0.1,Deterioration
P1249,Amazon,Watsons,Oral Care,sales_index,Sales Index,16.9,22.2,5.3,31.36,0.1,Improvement
P1249,Flipkart,Watsons,Oral Care,sales_index,Sales Index,6.9,11.3,4.4,63.77,0.1,Improvement
P1249,JioMart,Watsons,Oral Care,sales_index,Sales Index,5.9,2.3,-3.6,-61.02,0.1,Deterioration
P1249,Meesho,Watsons,Oral Care,sales_index,Sales Index,5.0,6.0,1.0,20.0,0.0,Improvement
P1249,Website,Watsons,Oral Care,sales_index,Sales Index,3.9,5.6,1.7,43.59,0.0,Improvement
P1251,Amazon,Watsons,Oral Care,sales_index,Sales Index,24.1,18.6,-5.5,-22.82,0.1,Deterioration
P1251,Flipkart,Watsons,Oral Care,sales_index,Sales Index,9.2,10.8,1.6,17.39,0.0,Improvement
P1251,JioMart,Watsons,Oral Care,sales_index,Sales Index,6.3,3.3,-3.0,-47.62,0.1,Deterioration
P1251,Meesho,Watsons,Oral Care,sales_index,Sales Index,8.1,7.5,-0.6,-7.41,0.0,Deterioration
P1251,Website,Watsons,Oral Care,sales_index,Sales Index,1.8,5.3,3.5,194.44,0.1,Improvement
P1254,Amazon,Watsons,Oral Care,sales_index,Sales Index,20.9,30.2,9.3,44.5,0.2,Improvement
P1254,Flipkart,Watsons,Oral Care,sales_index,Sales Index,22.6,10.7,-11.9,-52.65,0.3,Deterioration
P1254,JioMart,Watsons,Oral Care,sales_index,Sales Index,7.4,4.9,-2.5,-33.78,0.1,Deterioration
P1254,Meesho,Watsons,Oral Care,sales_index,Sales Index,8.4,8.0,-0.4,-4.76,0.0,Deterioration
P1254,Website,Watsons,Oral Care,sales_index,Sales Index,5.8,5.8,0.0,0.0,0.0,No Change
P0022,Amazon,Ambi Pur,Home & Kitchen,units_index,Units Index,60.0,50.0,-10.0,-16.67,0.2,Deterioration
P0022,Flipkart,Ambi Pur,Home & Kitchen,units_index,Units Index,15.0,21.7,6.7,44.67,0.1,Improvement
P0022,JioMart,Ambi Pur,Home & Kitchen,units_index,Units Index,21.7,11.7,-10.0,-46.08,0.2,Deterioration
P0022,Meesho,Ambi Pur,Home & Kitchen,units_index,Units Index,20.0,26.7,6.7,33.5,0.1,Improvement
P0022,Website,Ambi Pur,Home & Kitchen,units_index,Units Index,11.7,1.7,-10.0,-85.47,0.2,Deterioration
P0024,Amazon,AR,Skin Care,units_index,Units Index,48.3,63.3,15.0,31.06,0.2,Improvement
P0024,Flipkart,AR,Skin Care,units_index,Units Index,23.3,30.0,6.7,28.76,0.1,Improvement
P0024,JioMart,AR,Skin Care,units_index,Units Index,6.7,15.0,8.3,123.88,0.1,Improvement
P0024,Meesho,AR,Skin Care,units_index,Units Index,20.0,16.7,-3.3,-16.5,0.1,Deterioration
P0024,Website,AR,Skin Care,units_index,Units Index,11.7,13.3,1.6,13.68,0.0,Improvement
P0029,Amazon,Axe,Body Care,units_index,Units Index,46.7,63.3,16.6,35.55,0.3,Improvement
P0029,Flipkart,Axe,Body Care,units_index,Units Index,15.0,16.7,1.7,11.33,0.0,Improvement
P0029,JioMart,Axe,Body Care,units_index,Units Index,13.3,13.3,0.0,0.0,0.0,No Change
P0029,Meesho,Axe,Body Care,units_index,Units Index,21.7,13.3,-8.4,-38.71,0.1,Deterioration
