public_product_id,marketplace,brand_group,category_group,product_group,fee_pct_of_gross,refund_pct_of_gross,promotion_pct_of_gross,net_to_gross_pct,revenue_quality_score,revenue_quality_band,fee_review_flag,refund_review_flag,promotion_review_flag
P0605,Flipkart,Pantene,Hair Care,Hair Conditioner & Treatment,15.4,6.7,3.8,88.4,84.0,Strong,Monitor,Monitor,Monitor
P0604,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,12.9,1.7,4.1,95.3,90.2,Strong,Monitor,Monitor,Monitor
P0534,Flipkart,Nexcare,Skin Care,General Product,15.6,5.6,4.1,88.9,82.9,Strong,Monitor,Monitor,Monitor
P0218,Flipkart,Colgate,Oral Care,Toothpaste,15.4,4.9,4.1,90.6,85.0,Strong,Monitor,Monitor,Monitor
P0553,Meesho,Oral-B,Oral Care,Toothpaste,13.2,4.3,4.2,92.7,87.0,Strong,Monitor,Monitor,Monitor
P1070,Amazon,Tiger Balm,Health & Wellness,Herbal Inhaler,39.9,6.2,4.2,69.4,58.4,Watch,Review,Monitor,Monitor
P1218,Amazon,Watsons,Oral Care,Floss Picks,39.2,4.9,3.7,71.4,60.1,Watch,Review,Monitor,Monitor
P1042,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,13.3,5.2,3.9,92.6,85.0,Strong,Monitor,Monitor,Monitor
P1026,Amazon,Sunsilk,Hair Care,Hair Conditioner & Treatment,37.0,3.7,3.9,73.6,61.8,Watch,Review,Monitor,Monitor
P0175,Flipkart,Colgate,Oral Care,Toothpaste,15.4,3.2,3.7,91.9,85.3,Strong,Monitor,Monitor,Monitor
P0343,Flipkart,Fino,Hair Care,Hair Oil & Serum,15.5,3.4,3.7,92.1,85.3,Strong,Monitor,Monitor,Monitor
P0744,Flipkart,Rexona,Body Care,Deodorant & Body Spray,15.5,5.2,4.1,89.9,83.1,Strong,Monitor,Monitor,Monitor
P0172,Meesho,Colgate,Oral Care,Toothpaste,13.2,3.7,4.5,92.6,86.9,Strong,Monitor,Monitor,Monitor
P0780,Meesho,Senka,Skin Care,Face Cleanser,13.1,4.7,4.1,92.2,86.4,Strong,Monitor,Monitor,Monitor
P1071,Amazon,Tiger Balm,Health & Wellness,Herbal Inhaler,40.4,6.2,3.8,69.8,58.4,Watch,Review,Monitor,Monitor
P1251,Amazon,Watsons,Oral Care,Floss Picks,39.2,3.8,4.1,70.6,58.9,Watch,Review,Monitor,Monitor
P1069,Flipkart,Tiger Balm,Health & Wellness,Pain Relief,15.7,9.6,4.2,85.2,80.3,Strong,Monitor,Monitor,Monitor
P0602,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,13.1,2.1,3.9,95.4,90.1,Strong,Monitor,Monitor,Monitor
P0156,Flipkart,Colgate,Oral Care,Toothpaste,15.9,5.3,3.8,89.7,84.5,Strong,Monitor,Monitor,Monitor
P1214,Amazon,Watsons,Oral Care,Floss Picks,39.4,3.3,4.3,72.5,60.9,Watch,Review,Monitor,Monitor
P0563,Flipkart,Oral-B,Oral Care,Toothpaste,15.4,4.2,3.8,92.6,86.0,Strong,Monitor,Monitor,Monitor
P1120,Flipkart,Vaseline,Skin Care,Body Scrub,15.7,8.3,3.9,87.9,82.1,Strong,Monitor,Monitor,Monitor
P0437,Flipkart,L'Oreal Paris,Skin Care,Face Cleanser,15.3,3.8,4.4,90.8,85.0,Strong,Monitor,Monitor,Monitor
P0747,Flipkart,Rexona,Body Care,Deodorant & Body Spray,15.3,3.3,3.8,92.5,86.6,Strong,Monitor,Monitor,Monitor
P0342,Meesho,Fino,Hair Care,Hair Conditioner & Treatment,13.6,8.1,3.5,91.3,83.6,Strong,Monitor,Monitor,Monitor
P0022,Meesho,Ambi Pur,Home & Kitchen,Air Freshener,13.2,6.2,4.0,92.5,85.9,Strong,Monitor,Monitor,Monitor
P0279,Meesho,Dove,Body Care,General Product,13.4,2.6,3.9,94.6,88.8,Strong,Monitor,Monitor,Monitor
P0590,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,13.2,4.4,4.0,93.2,86.3,Strong,Monitor,Monitor,Monitor
P0252,Meesho,Dove,Hair Care,Hair Conditioner & Treatment,13.4,5.6,3.7,91.5,85.1,Strong,Monitor,Monitor,Monitor
P1114,Flipkart,Vaseline,Body Care,Deodorant & Body Spray,15.7,2.3,4.2,94.3,87.8,Strong,Monitor,Monitor,Monitor
P0753,Flipkart,Rexona,Body Care,Deodorant & Body Spray,15.9,8.2,4.5,85.4,80.4,Strong,Monitor,Monitor,Monitor
P0783,Meesho,Senka,Skin Care,Face Cleanser,13.6,5.2,3.9,92.6,87.4,Strong,Monitor,Monitor,Monitor
P0566,Meesho,Pantene,Hair Care,Shampoo,13.2,5.3,4.0,92.8,85.7,Strong,Monitor,Monitor,Monitor
P0594,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,12.9,1.9,4.1,94.9,89.5,Strong,Monitor,Monitor,Monitor
P0581,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,12.9,2.3,4.3,94.7,88.2,Strong,Monitor,Monitor,Monitor
P0813,Meesho,Sensodyne,Oral Care,Toothpaste,13.3,8.1,4.0,89.2,83.9,Strong,Monitor,Monitor,Monitor
P0529,Meesho,NEXCARE,Skin Care,General Product,13.0,2.4,4.4,93.7,89.1,Strong,Monitor,Monitor,Monitor
P0777,Meesho,Senka,Skin Care,Face Cleanser,13.1,3.8,4.6,92.9,87.0,Strong,Monitor,Monitor,Monitor
P0554,Meesho,Oral-B,Oral Care,Dental Floss,13.5,6.2,3.6,91.4,85.5,Strong,Monitor,Monitor,Monitor
P1150,Flipkart,Vaseline,Body Care,Deodorant & Body Spray,15.4,1.2,4.5,95.0,88.6,Strong,Monitor,Monitor,Monitor
P0617,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,13.3,6.4,3.9,91.2,85.5,Strong,Monitor,Monitor,Monitor
P0230,Meesho,Counterpain,Health & Wellness,Pain Relief,13.3,4.8,4.2,91.1,86.2,Strong,Monitor,Monitor,Monitor
P0034,Flipkart,Axe,Body Care,Deodorant & Body Spray,15.8,4.1,4.0,91.6,85.6,Strong,Monitor,Monitor,Monitor
P1107,Flipkart,Vaseline,Body Care,General Product,15.4,4.1,3.9,91.5,85.4,Strong,Monitor,Monitor,Monitor
P0889,Amazon,SHIVAMAX,Health & Wellness,Herbal Inhaler,44.1,5.6,4.1,67.1,55.2,Watch,Review,Monitor,Monitor
P0039,Flipkart,Axe,Body Care,Deodorant & Body Spray,15.5,3.9,4.0,92.2,85.9,Strong,Monitor,Monitor,Monitor
P1043,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,13.2,4.8,4.1,92.8,86.3,Strong,Monitor,Monitor,Monitor
P0041,Meesho,Axe,Body Care,Deodorant & Body Spray,13.6,9.5,4.1,88.4,82.7,Strong,Monitor,Monitor,Monitor
P1080,Meesho,Tresemme,Hair Care,Hair Conditioner & Treatment,12.8,2.3,3.6,95.1,90.1,Strong,Monitor,Monitor,Monitor
P0082,Flipkart,Biore,Skin Care,Sunscreen,15.6,4.4,4.7,90.8,84.4,Strong,Monitor,Monitor,Monitor
P0781,Meesho,Senka,Skin Care,Face Cleanser,13.4,3.0,3.8,93.7,88.0,Strong,Monitor,Monitor,Monitor
P0917,Amazon,SHIVAMAX,Home & Kitchen,Adhesive Hooks,44.8,5.5,4.0,67.1,54.4,Watch,Review,Monitor,Monitor
P0932,Amazon,SHIVAMAX,Electronics & Travel Accessories,Travel Adapter,43.5,2.8,4.0,69.5,56.4,Watch,Review,Monitor,Monitor
P0922,Meesho,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,13.4,4.2,4.4,91.1,85.9,Strong,Monitor,Monitor,Monitor
P1085,Meesho,Tresemme,Hair Care,Hair Conditioner & Treatment,13.3,0.9,4.2,96.0,90.3,Strong,Monitor,Monitor,Monitor
P0610,Meesho,Pantene,Hair Care,Hair Oil & Serum,13.2,5.3,4.2,91.7,86.5,Strong,Monitor,Monitor,Monitor
P0915,Amazon,SHIVAMAX,Health & Wellness,Herbal Inhaler,43.9,5.5,3.6,68.2,55.1,Watch,Review,Monitor,Monitor
P0548,Meesho,Oral-B,Oral Care,Toothpaste,12.7,1.8,4.5,95.4,89.3,Strong,Monitor,Monitor,Monitor
P0906,Meesho,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,13.3,5.6,3.5,91.1,84.9,Strong,Monitor,Monitor,Monitor
P0246,Flipkart,Dove,Body Care,Deodorant & Body Spray,15.2,1.4,3.9,95.1,89.0,Strong,Monitor,Monitor,Monitor
P0168,Meesho,Colgate,Oral Care,Toothpaste,13.5,3.3,3.7,92.3,86.3,Strong,Monitor,Monitor,Monitor
P0528,Flipkart,NEXCARE,Skin Care,General Product,15.3,3.8,3.6,91.9,86.2,Strong,Monitor,Monitor,Monitor
P1157,Meesho,Vaseline,Skin Care,Face Cleanser,13.6,8.8,4.3,89.0,83.2,Strong,Monitor,Monitor,Monitor
P0029,Meesho,Axe,Body Care,Deodorant & Body Spray,13.3,4.8,3.4,92.8,87.0,Strong,Monitor,Monitor,Monitor
P0343,Meesho,Fino,Hair Care,Hair Oil & Serum,13.2,3.6,3.7,94.0,88.2,Strong,Monitor,Monitor,Monitor
P0586,Meesho,Pantene,Hair Care,General Product,12.8,3.7,4.2,94.5,88.5,Strong,Monitor,Monitor,Monitor
P0042,Meesho,Axe,Body Care,Deodorant & Body Spray,12.8,2.8,3.9,94.5,89.7,Strong,Monitor,Monitor,Monitor
P1121,Meesho,Vaseline,Body Care,Body Wash,13.5,5.8,4.0,91.4,84.9,Strong,Monitor,Monitor,Monitor
P0795,Meesho,Senka,Skin Care,Face Cleanser,13.4,3.6,4.4,93.1,86.5,Strong,Monitor,Monitor,Monitor
P0931,Flipkart,SHIVAMAX,Electronics & Travel Accessories,General Product,15.8,8.3,4.3,87.4,81.9,Strong,Monitor,Monitor,Monitor
P0562,Meesho,Oral-B,Oral Care,Toothpaste,13.5,6.8,3.9,89.6,84.4,Strong,Monitor,Monitor,Monitor
P0178,Flipkart,Colgate,Oral Care,Toothpaste,15.6,5.6,4.2,89.3,84.2,Strong,Monitor,Monitor,Monitor
P0218,Meesho,Colgate,Oral Care,Toothpaste,13.5,5.3,4.0,93.0,87.0,Strong,Monitor,Monitor,Monitor
P1121,Website,Vaseline,Body Care,Body Wash,5.5,5.2,4.0,102.3,91.8,Strong,Monitor,Monitor,Monitor
P1146,Meesho,Vaseline,Body Care,General Product,13.5,4.7,3.9,92.5,86.0,Strong,Monitor,Monitor,Monitor
P1156,Meesho,Vaseline,Body Care,Body Lotion,13.3,3.6,3.9,94.0,88.5,Strong,Monitor,Monitor,Monitor
P0235,Meesho,Counterpain,Health & Wellness,Pain Relief,13.2,6.1,3.7,91.0,84.8,Strong,Monitor,Monitor,Monitor
P0260,Meesho,Dove,Hair Care,Hair Conditioner & Treatment,13.1,2.2,4.5,96.0,89.5,Strong,Monitor,Monitor,Monitor
P1048,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,13.3,4.3,3.4,93.1,87.1,Strong,Monitor,Monitor,Monitor
P0536,Amazon,NOVOLIFE,Health & Wellness,Herbal Inhaler,43.0,4.3,4.0,69.5,57.1,Watch,Review,Monitor,Monitor
P0609,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,13.2,2.8,4.0,94.1,87.9,Strong,Monitor,Monitor,Monitor
P1067,Meesho,Tiger Balm,Health & Wellness,Pain Relief,13.6,6.1,4.1,91.5,83.9,Strong,Monitor,Monitor,Monitor
P1075,Meesho,Tresemme,Hair Care,Shampoo,13.5,7.0,3.8,90.7,83.6,Strong,Monitor,Monitor,Monitor
P1156,Website,Vaseline,Body Care,Body Lotion,4.7,2.0,4.0,104.7,94.5,Strong,Monitor,Monitor,Monitor
P1146,Website,Vaseline,Body Care,General Product,4.6,2.2,4.0,103.7,95.5,Strong,Monitor,Monitor,Monitor
P1069,Meesho,Tiger Balm,Health & Wellness,Pain Relief,13.8,6.8,3.6,91.1,84.0,Strong,Monitor,Monitor,Monitor
P0543,Meesho,Ora2,Oral Care,Toothpaste,13.9,7.9,3.9,88.8,83.0,Strong,Monitor,Monitor,Monitor
P1109,Meesho,Vaseline,Body Care,Body Wash,13.6,7.5,3.9,90.6,86.0,Strong,Monitor,Monitor,Monitor
P1131,Meesho,Vaseline,Skin Care,Sunscreen,13.4,7.6,4.5,89.6,84.1,Strong,Monitor,Monitor,Monitor
P0175,Meesho,Colgate,Oral Care,Toothpaste,13.5,3.5,4.0,94.6,88.3,Strong,Monitor,Monitor,Monitor
P0252,JioMart,Dove,Hair Care,Hair Conditioner & Treatment,10.8,1.7,4.2,96.2,90.1,Strong,Monitor,Monitor,Monitor
P0156,Meesho,Colgate,Oral Care,Toothpaste,13.2,1.8,4.8,93.8,89.3,Strong,Monitor,Monitor,Monitor
P1162,Meesho,Vita Keratin,Hair Care,General Product,13.4,4.4,3.7,93.4,87.2,Strong,Monitor,Monitor,Monitor
P0565,Meesho,Pair,Skin Care,General Product,13.5,7.0,4.5,89.1,84.8,Strong,Monitor,Monitor,Monitor
P0581,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,11.1,5.3,3.9,94.4,87.5,Strong,Monitor,Monitor,Monitor
P0488,Meesho,Listerine,Oral Care,Mouthwash,13.6,6.3,4.1,91.0,84.8,Strong,Monitor,Monitor,Monitor
P0605,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,12.9,2.7,3.9,94.1,88.6,Strong,Monitor,Monitor,Monitor
P1044,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,13.5,3.2,4.2,94.2,87.9,Strong,Monitor,Monitor,Monitor
P1237,Meesho,Watsons,Oral Care,Interdental Brush,13.2,1.8,3.8,95.3,89.4,Strong,Monitor,Monitor,Monitor
P0573,Meesho,Pantene,Hair Care,Shampoo,13.2,4.1,4.7,92.3,87.2,Strong,Monitor,Monitor,Monitor
P0594,Website,Pantene,Hair Care,Hair Conditioner & Treatment,5.2,4.8,3.9,100.5,91.4,Strong,Monitor,Monitor,Monitor
P0546,Meesho,Ora2,Oral Care,Toothpaste,13.1,4.3,3.8,93.9,87.2,Strong,Monitor,Monitor,Monitor
P0797,Meesho,Sensodyne,Oral Care,Toothpaste,13.4,5.4,4.1,92.4,84.9,Strong,Monitor,Monitor,Monitor
P0783,Website,Senka,Skin Care,Face Cleanser,5.3,8.0,3.7,99.4,93.7,Strong,Monitor,Monitor,Monitor
P0554,Website,Oral-B,Oral Care,Dental Floss,5.4,5.4,4.8,99.5,92.3,Strong,Monitor,Monitor,Monitor
P0279,JioMart,Dove,Body Care,General Product,10.9,2.4,4.6,95.4,89.4,Strong,Monitor,Monitor,Monitor
P0609,Website,Pantene,Hair Care,Hair Conditioner & Treatment,5.1,6.0,4.6,99.8,89.9,Strong,Monitor,Monitor,Monitor
P0529,Website,NEXCARE,Skin Care,General Product,5.6,8.2,4.5,97.2,87.0,Strong,Monitor,Monitor,Monitor
P1105,Meesho,Vaseline,Body Care,Body Wash,13.2,2.8,4.3,95.1,88.7,Strong,Monitor,Monitor,Monitor
P0528,Meesho,NEXCARE,Skin Care,General Product,13.9,5.1,3.8,93.9,85.6,Strong,Monitor,Monitor,Monitor
P0906,JioMart,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,11.1,4.3,4.5,94.0,87.4,Strong,Monitor,Monitor,Monitor
P0547,Website,Oral-B,Oral Care,Dental Floss,5.3,6.5,4.2,99.7,90.4,Strong,Monitor,Monitor,Monitor
P1120,Meesho,Vaseline,Skin Care,Body Scrub,13.2,3.9,4.0,94.7,88.2,Strong,Monitor,Monitor,Monitor
P0922,Website,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,5.3,4.3,3.9,102.1,92.2,Strong,Monitor,Monitor,Monitor
P0260,Website,Dove,Hair Care,Hair Conditioner & Treatment,5.2,2.7,4.2,103.7,93.8,Strong,Monitor,Monitor,Monitor
P0488,Website,Listerine,Oral Care,Mouthwash,5.1,2.5,3.9,104.6,94.9,Strong,Monitor,Monitor,Monitor
P0271,Flipkart,Dove,Hair Care,General Product,16.4,6.2,4.0,90.5,83.3,Strong,Monitor,Monitor,Monitor
P0263,Meesho,Dove,Hair Care,Hair Conditioner & Treatment,13.4,7.0,3.9,91.7,85.1,Strong,Monitor,Monitor,Monitor
P1105,Website,Vaseline,Body Care,Body Wash,5.2,3.9,4.3,102.6,93.0,Strong,Monitor,Monitor,Monitor
P0225,Flipkart,Colgate,Oral Care,Toothpaste,15.8,4.1,4.1,93.5,86.4,Strong,Monitor,Monitor,Monitor
P0034,Meesho,Axe,Body Care,Deodorant & Body Spray,13.8,3.0,4.1,94.9,88.2,Strong,Monitor,Monitor,Monitor
P0264,Meesho,Dove,Body Care,Deodorant & Body Spray,13.5,3.2,4.3,94.3,88.1,Strong,Monitor,Monitor,Monitor
P0235,JioMart,Counterpain,Health & Wellness,Pain Relief,11.7,6.3,3.5,92.3,87.0,Strong,Monitor,Monitor,Monitor
P0343,JioMart,Fino,Hair Care,Hair Oil & Serum,11.5,6.9,4.8,91.3,85.8,Strong,Monitor,Monitor,Monitor
P0927,Amazon,SHIVAMAX,Home & Kitchen,Adhesive Hooks,50.0,3.6,4.2,63.5,49.1,Watch,Review,Monitor,Monitor
P0437,Meesho,L'Oreal Paris,Skin Care,Face Cleanser,13.5,4.8,3.7,94.2,87.2,Strong,Monitor,Monitor,Monitor
P0252,Website,Dove,Hair Care,Hair Conditioner & Treatment,5.1,5.4,3.8,100.7,90.6,Strong,Monitor,Monitor,Monitor
P0270,Flipkart,Dove,Hair Care,Hair Oil & Serum,15.7,2.3,4.1,95.6,88.3,Strong,Monitor,Monitor,Monitor
P1157,JioMart,Vaseline,Skin Care,Face Cleanser,11.9,6.2,4.0,93.5,87.0,Strong,Monitor,Monitor,Monitor
P0547,JioMart,Oral-B,Oral Care,Dental Floss,11.0,1.8,3.6,97.4,92.7,Strong,Monitor,Monitor,Monitor
P0780,Website,Senka,Skin Care,Face Cleanser,4.8,3.6,3.9,103.9,93.5,Strong,Monitor,Monitor,Monitor
P1043,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,11.0,4.0,4.0,95.1,90.3,Strong,Monitor,Monitor,Monitor
P0041,JioMart,Axe,Body Care,Deodorant & Body Spray,11.0,4.4,4.6,93.4,88.0,Strong,Monitor,Monitor,Monitor
P1185,Flipkart,Watsons,Oral Care,Floss Picks,15.9,5.8,4.0,91.7,84.6,Strong,Monitor,Monitor,Monitor
P0042,JioMart,Axe,Body Care,Deodorant & Body Spray,11.1,3.2,3.7,96.7,91.0,Strong,Monitor,Monitor,Monitor
P1190,Flipkart,Watsons,Oral Care,Dental Floss,15.9,3.0,3.8,94.3,87.5,Strong,Monitor,Monitor,Monitor
P0547,Meesho,Oral-B,Oral Care,Dental Floss,13.4,7.4,3.3,90.3,83.4,Strong,Monitor,Monitor,Monitor
P0553,JioMart,Oral-B,Oral Care,Toothpaste,11.3,4.3,4.3,94.7,88.0,Strong,Monitor,Monitor,Monitor
P1105,JioMart,Vaseline,Body Care,Body Wash,11.5,4.3,4.0,95.6,90.0,Strong,Monitor,Monitor,Monitor
P0890,Flipkart,SHIVAMAX,Health & Wellness,Herbal Inhaler,15.9,3.7,4.5,93.0,86.6,Strong,Monitor,Monitor,Monitor
P0534,Meesho,Nexcare,Skin Care,General Product,13.4,3.4,4.2,93.7,87.3,Strong,Monitor,Monitor,Monitor
P0747,Meesho,Rexona,Body Care,Deodorant & Body Spray,13.6,7.1,3.9,91.4,85.1,Strong,Monitor,Monitor,Monitor
P0586,JioMart,Pantene,Hair Care,General Product,11.7,5.1,4.1,93.3,88.6,Strong,Monitor,Monitor,Monitor
P0594,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,11.1,3.6,3.9,95.2,88.7,Strong,Monitor,Monitor,Monitor
P1075,Website,Tresemme,Hair Care,Shampoo,5.4,4.2,4.4,103.0,92.7,Strong,Monitor,Monitor,Monitor
P1109,Website,Vaseline,Body Care,Body Wash,5.0,8.1,4.4,98.5,89.2,Strong,Monitor,Monitor,Monitor
P0602,Website,Pantene,Hair Care,Hair Conditioner & Treatment,5.0,2.5,3.9,103.4,95.2,Strong,Monitor,Monitor,Monitor
P0795,JioMart,Senka,Skin Care,Face Cleanser,11.3,5.1,4.0,93.7,87.6,Strong,Monitor,Monitor,Monitor
P1042,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,4.9,4.6,4.2,102.6,93.5,Strong,Monitor,Monitor,Monitor
P1044,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,11.4,4.5,3.7,94.8,89.0,Strong,Monitor,Monitor,Monitor
P0082,Meesho,Biore,Skin Care,Sunscreen,12.9,0.8,4.0,96.8,90.6,Strong,Monitor,Monitor,Monitor
P0041,Website,Axe,Body Care,Deodorant & Body Spray,5.1,0.9,3.8,104.8,97.3,Strong,Monitor,Monitor,Monitor
P0263,JioMart,Dove,Hair Care,Hair Conditioner & Treatment,10.9,5.3,3.9,92.8,86.3,Strong,Monitor,Monitor,Monitor
P0279,Website,Dove,Body Care,General Product,5.2,2.1,4.0,105.1,95.3,Strong,Monitor,Monitor,Monitor
P0604,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,10.7,1.3,5.0,97.0,91.3,Strong,Monitor,Monitor,Monitor
P0781,Website,Senka,Skin Care,Face Cleanser,5.2,2.2,3.9,102.9,95.2,Strong,Monitor,Monitor,Monitor
P0555,Flipkart,Oral-B,Oral Care,Dental Floss,16.3,5.9,4.3,90.1,83.9,Strong,Monitor,Monitor,Monitor
P1107,Meesho,Vaseline,Body Care,General Product,13.7,6.4,4.2,90.4,84.8,Strong,Monitor,Monitor,Monitor
P0744,Meesho,Rexona,Body Care,Deodorant & Body Spray,13.3,5.8,3.6,93.2,86.0,Strong,Monitor,Monitor,Monitor
P1069,JioMart,Tiger Balm,Health & Wellness,Pain Relief,11.4,1.6,3.1,98.6,92.4,Strong,Monitor,Monitor,Monitor
P0172,JioMart,Colgate,Oral Care,Toothpaste,11.4,6.3,4.4,92.1,84.6,Strong,Monitor,Monitor,Monitor
P0563,Meesho,Oral-B,Oral Care,Toothpaste,13.6,5.9,3.8,92.4,87.5,Strong,Monitor,Monitor,Monitor
P0604,Website,Pantene,Hair Care,Hair Conditioner & Treatment,5.1,1.4,4.0,105.1,96.6,Strong,Monitor,Monitor,Monitor
P1146,JioMart,Vaseline,Body Care,General Product,11.4,4.6,3.8,94.4,88.2,Strong,Monitor,Monitor,Monitor
P1048,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,11.4,1.6,3.5,97.3,91.2,Strong,Monitor,Monitor,Monitor
P0168,JioMart,Colgate,Oral Care,Toothpaste,11.1,2.9,3.9,96.9,90.2,Strong,Monitor,Monitor,Monitor
P0529,JioMart,NEXCARE,Skin Care,General Product,11.1,7.0,3.8,92.8,89.3,Strong,Monitor,Monitor,Monitor
P1176,Flipkart,Wangprom,Health & Wellness,General Product,15.3,3.6,3.9,92.6,86.7,Strong,Monitor,Monitor,Monitor
P0777,JioMart,Senka,Skin Care,Face Cleanser,10.9,2.7,3.7,98.7,91.1,Strong,Monitor,Monitor,Monitor
P0261,Flipkart,Dove,Hair Care,General Product,16.2,5.4,4.0,90.6,83.6,Strong,Monitor,Monitor,Monitor
P0342,Website,Fino,Hair Care,Hair Conditioner & Treatment,5.5,7.9,3.6,98.8,88.9,Strong,Monitor,Monitor,Monitor
P0573,Website,Pantene,Hair Care,Shampoo,5.0,2.5,3.6,102.9,96.0,Strong,Monitor,Monitor,Monitor
P1131,JioMart,Vaseline,Skin Care,Sunscreen,11.0,3.6,3.9,94.1,88.7,Strong,Monitor,Monitor,Monitor
P0777,Website,Senka,Skin Care,Face Cleanser,5.6,9.2,3.6,97.6,86.3,Strong,Monitor,Monitor,Monitor
P0212,Flipkart,Colgate,Oral Care,Toothpaste,15.8,6.8,4.5,89.1,83.3,Strong,Monitor,Monitor,Monitor
P1085,JioMart,Tresemme,Hair Care,Hair Conditioner & Treatment,11.6,8.4,4.2,90.7,85.5,Strong,Monitor,Monitor,Monitor
P0263,Website,Dove,Hair Care,Hair Conditioner & Treatment,5.3,3.0,4.2,103.6,95.0,Strong,Monitor,Monitor,Monitor
P0617,Website,Pantene,Hair Care,Hair Conditioner & Treatment,5.5,6.2,4.5,99.9,92.3,Strong,Monitor,Monitor,Monitor
P0168,Website,Colgate,Oral Care,Toothpaste,5.0,4.4,4.0,101.8,93.8,Strong,Monitor,Monitor,Monitor
P1254,Flipkart,Watsons,Oral Care,Dental Floss,16.0,5.1,3.9,91.6,85.4,Strong,Monitor,Monitor,Monitor
P0476,Flipkart,Listerine,Oral Care,Mouthwash,16.0,5.2,4.2,90.9,84.2,Strong,Monitor,Monitor,Monitor
P0753,Meesho,Rexona,Body Care,Deodorant & Body Spray,13.7,3.4,4.2,93.8,87.4,Strong,Monitor,Monitor,Monitor
P1069,Website,Tiger Balm,Health & Wellness,Pain Relief,5.2,4.8,4.3,100.5,92.9,Strong,Monitor,Monitor,Monitor
P0546,JioMart,Ora2,Oral Care,Toothpaste,11.0,0.9,4.0,96.9,91.3,Strong,Monitor,Monitor,Monitor
P0230,Website,Counterpain,Health & Wellness,Pain Relief,5.4,2.9,3.9,104.4,95.6,Strong,Monitor,Monitor,Monitor
P0840,Flipkart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,16.7,7.7,4.2,88.9,82.3,Strong,Monitor,Monitor,Monitor
P1112,Flipkart,Vaseline,Body Care,Deodorant & Body Spray,15.9,3.5,4.3,93.5,86.2,Strong,Monitor,Monitor,Monitor
P0543,JioMart,Ora2,Oral Care,Toothpaste,11.4,5.0,4.0,93.3,86.1,Strong,Monitor,Monitor,Monitor
P0780,JioMart,Senka,Skin Care,Face Cleanser,11.4,7.1,4.4,92.3,84.9,Strong,Monitor,Monitor,Monitor
P0024,Flipkart,AR,Skin Care,General Product,16.2,5.0,3.7,91.8,84.6,Strong,Monitor,Monitor,Monitor
P0747,JioMart,Rexona,Body Care,Deodorant & Body Spray,11.6,7.7,4.2,92.7,85.8,Strong,Monitor,Monitor,Monitor
P0342,JioMart,Fino,Hair Care,Hair Conditioner & Treatment,11.1,4.0,5.5,93.5,90.0,Strong,Monitor,Monitor,Monitor
P0543,Website,Ora2,Oral Care,Toothpaste,5.7,5.1,4.1,100.3,91.4,Strong,Monitor,Monitor,Monitor
P0546,Website,Ora2,Oral Care,Toothpaste,5.1,1.8,4.0,105.0,97.2,Strong,Monitor,Monitor,Monitor
P0562,Website,Oral-B,Oral Care,Toothpaste,5.5,4.1,4.6,101.2,90.9,Strong,Monitor,Monitor,Monitor
P1248,Flipkart,Watsons,Skin Care,Lip Care,15.9,3.0,3.8,93.5,87.4,Strong,Monitor,Monitor,Monitor
P1237,Website,Watsons,Oral Care,Interdental Brush,5.2,3.6,4.6,102.8,94.6,Strong,Monitor,Monitor,Monitor
P0610,JioMart,Pantene,Hair Care,Hair Oil & Serum,11.0,3.6,4.5,95.3,89.5,Strong,Monitor,Monitor,Monitor
P0554,JioMart,Oral-B,Oral Care,Dental Floss,11.1,3.3,4.4,95.9,89.3,Strong,Monitor,Monitor,Monitor
P1120,Website,Vaseline,Skin Care,Body Scrub,5.5,3.0,3.9,103.9,94.6,Strong,Monitor,Monitor,Monitor
P0230,JioMart,Counterpain,Health & Wellness,Pain Relief,11.2,4.4,4.5,93.9,87.7,Strong,Monitor,Monitor,Monitor
P0813,JioMart,Sensodyne,Oral Care,Toothpaste,11.1,3.2,3.5,95.8,89.5,Strong,Monitor,Monitor,Monitor
P0531,Flipkart,NEXCARE,Skin Care,General Product,15.9,4.9,4.2,91.4,84.3,Strong,Monitor,Monitor,Monitor
